date,adm1_name,adm0_name,cum_confirmed_cases,cum_confirmed_cases_original,cum_deaths,cum_recoveries,active_cases,lat,lon,active_cases_new,population,business_closure_opt,emergency_declaration,event_cancel,no_demonstration,no_gathering_opt,pos_cases_quarantine,religious_closure,school_closure,social_distance_opt,testing_regime,travel_ban_intl_in_opt,travel_ban_intl_out_opt,welfare_services_closure,work_from_home_opt,travel_ban_intl_in_opt_country_list,travel_ban_intl_out_opt_country_list,policies_enacted
2020-01-31,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-01,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-02,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-03,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-04,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"""[""China""]""",NA,1
2020-02-05,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"""[""China""]""",NA,1
2020-02-06,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"""[""China""]""",NA,1
2020-02-07,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,1
2020-02-08,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,1
2020-02-09,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,1
2020-02-10,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,1
2020-02-11,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,1
2020-02-12,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""['China', 'Hongkong', 'Macau']""",NA,1
2020-02-13,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-14,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-15,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-16,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-17,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-18,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-19,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-20,Daejeon,KOR,0,0,0,0,0,36.319,127.379,0,1473125,0,0,0,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-21,Daejeon,KOR,1,1,0,0,1,36.319,127.379,1,1473125,0,0,0,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-22,Daejeon,KOR,2,2,0,0,2,36.319,127.379,1,1473125,0,0,0,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-23,Daejeon,KOR,3,3,0,0,3,36.319,127.379,1,1473125,0,0,0,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-24,Daejeon,KOR,4,3,0,0,3,36.319,127.379,0,1473125,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-25,Daejeon,KOR,5,3,0,0,3,36.319,127.379,0,1473125,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-26,Daejeon,KOR,6,9,0,0,9,36.319,127.379,6,1473125,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-27,Daejeon,KOR,7,10,0,0,10,36.319,127.379,1,1473125,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-28,Daejeon,KOR,8,13,0,0,13,36.319,127.379,3,1473125,0,0,1,0,0,0,1,0,0,4,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",5
2020-02-29,Daejeon,KOR,9,13,0,0,13,36.319,127.379,0,1473125,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-01,Daejeon,KOR,10,14,0,0,14,36.319,127.379,1,1473125,0,0,1,0,0,0,1,0,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-02,Daejeon,KOR,11,14,0,1,13,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-03,Daejeon,KOR,12,15,0,1,14,36.319,127.379,1,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-04,Daejeon,KOR,12,18,0,2,16,36.319,127.379,3,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-05,Daejeon,KOR,13,18,0,2,16,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-06,Daejeon,KOR,14,18,0,2,16,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-07,Daejeon,KOR,15,18,0,2,16,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-08,Daejeon,KOR,16,18,0,2,16,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",7
2020-03-09,Daejeon,KOR,17,18,0,3,15,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",7
2020-03-10,Daejeon,KOR,18,18,0,3,15,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",7
2020-03-11,Daejeon,KOR,19,20,0,4,16,36.319,127.379,2,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",8
2020-03-12,Daejeon,KOR,19,22,0,4,18,36.319,127.379,2,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",8
2020-03-13,Daejeon,KOR,20,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",8
2020-03-14,Daejeon,KOR,21,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",8
2020-03-15,Daejeon,KOR,22,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,0,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'France', 'Germany', 'Spain', 'UK', 'Netherlands']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",8
2020-03-16,Daejeon,KOR,23,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan', 'All Europe']""",9
2020-03-17,Daejeon,KOR,24,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan', 'All Europe']""",9
2020-03-18,Daejeon,KOR,25,22,0,4,18,36.319,127.379,0,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran', 'All Europe']""","""['All Countries']""",9
2020-03-19,Daejeon,KOR,25,22,0,5,17,36.319,127.379,0,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"""['All Countries']""","""['All Countries']""",9
2020-03-20,Daejeon,KOR,26,22,0,5,17,36.319,127.379,0,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"""['All Countries']""","""['All Countries']""",9
2020-03-21,Daejeon,KOR,27,24,0,6,18,36.319,127.379,2,1473125,0,0,1,0,1,0,1,1,1,5,1,1,1,1,"""['All Countries']""","""['All Countries']""",9
2020-03-22,Daejeon,KOR,28,24,0,6,18,36.319,127.379,0,1473125,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-23,Daejeon,KOR,29,24,0,6,18,36.319,127.379,0,1473125,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-24,Daejeon,KOR,29,27,0,6,21,36.319,127.379,3,1473125,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-25,Daejeon,KOR,30,30,0,6,24,36.319,127.379,3,1473125,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-26,Daejeon,KOR,31,31,0,9,22,36.319,127.379,1,1473125,0,0,1,0,1,0.25,1,1,1,6,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-27,Daejeon,KOR,32,31,0,10,21,36.319,127.379,0,1473125,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-28,Daejeon,KOR,32,34,0,14,20,36.319,127.379,3,1473125,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-29,Daejeon,KOR,33,34,0,17,17,36.319,127.379,0,1473125,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-30,Daejeon,KOR,34,36,0,17,19,36.319,127.379,2,1473125,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-03-31,Daejeon,KOR,35,36,0,17,19,36.319,127.379,0,1473125,0,0,1,0,1,0.5,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-04-01,Daejeon,KOR,35,36,0,17,19,36.319,127.379,0,1473125,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-04-02,Daejeon,KOR,36,36,0,17,19,36.319,127.379,0,1473125,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-04-03,Daejeon,KOR,37,36,0,17,19,36.319,127.379,0,1473125,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-04-04,Daejeon,KOR,38,37,0,17,20,36.319,127.379,1,1473125,0,0,1,0,1,0.75,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-04-05,Daejeon,KOR,38,39,0,18,21,36.319,127.379,2,1473125,0,0,1,0,1,1,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-04-06,Daejeon,KOR,39,39,0,19,20,36.319,127.379,0,1473125,0,0,1,0,1,1,1,1,1,7,1,1,1,1,"""['All Countries']""","""['All Countries']""",10
2020-01-20,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-21,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-22,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-23,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-24,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-25,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-26,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-27,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2020-01-28,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-29,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-30,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-01-31,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-01,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-02,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-03,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"""[""China""]""",NA,1
2020-02-04,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"""[""China""]""",NA,1
2020-02-05,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"""[""China""]""",NA,1
2020-02-06,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"""[""China""]""",NA,1
2020-02-07,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,1
2020-02-08,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,1
2020-02-09,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,1
2020-02-10,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,1
2020-02-11,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""[""China""]""",NA,1
2020-02-12,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"""['China', 'Hongkong', 'Macau']""",NA,1
2020-02-13,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-14,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-15,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-16,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-17,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-18,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-19,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,3,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-20,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-21,Gangwon-do,KOR,0,0,0,0,0,37.717,128.281,0,1539521,0,0,0,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",2
2020-02-22,Gangwon-do,KOR,6,6,0,0,6,37.717,128.281,6,1539521,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-23,Gangwon-do,KOR,11,6,0,0,6,37.717,128.281,0,1539521,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-24,Gangwon-do,KOR,16,6,0,0,6,37.717,128.281,0,1539521,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-25,Gangwon-do,KOR,20,6,0,0,6,37.717,128.281,0,1539521,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-26,Gangwon-do,KOR,23,6,0,0,6,37.717,128.281,0,1539521,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-27,Gangwon-do,KOR,26,7,0,0,7,37.717,128.281,1,1539521,0,0,1,0,0,0,0,0,0,4,1,1,0,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Japan', 'Malaysia', 'Singapore', 'Taiwan', 'Thailand', and 'Vietnam']""",3
2020-02-28,Gangwon-do,KOR,28,7,0,0,7,37.717,128.281,0,1539521,0,0,1,0,0,0,0,0,0,4,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",4
2020-02-29,Gangwon-do,KOR,31,8,0,0,8,37.717,128.281,1,1539521,0,0,1,0,0,0,0,0,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",5
2020-03-01,Gangwon-do,KOR,33,20,0,0,20,37.717,128.281,12,1539521,0,0,1,0,0,0,0,0,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",5
2020-03-02,Gangwon-do,KOR,34,20,0,0,20,37.717,128.281,0,1539521,0,0,1,0,0,0,0,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-03,Gangwon-do,KOR,36,21,0,0,21,37.717,128.281,1,1539521,0,0,1,0,0,0,0,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-04,Gangwon-do,KOR,37,25,1,3,21,37.717,128.281,4,1539521,0,0,1,0,0,0,0,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-05,Gangwon-do,KOR,38,26,1,3,22,37.717,128.281,1,1539521,0,0,1,0,0,0,0,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-06,Gangwon-do,KOR,39,26,1,3,22,37.717,128.281,0,1539521,0,0,1,0,0,0,0,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-07,Gangwon-do,KOR,40,27,1,3,23,37.717,128.281,1,1539521,0,0,1,0,0,0,0,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-08,Gangwon-do,KOR,40,27,1,3,23,37.717,128.281,0,1539521,0,0,1,0,0,0,0,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy']""",6
2020-03-09,Gangwon-do,KOR,41,27,1,3,23,37.717,128.281,0,1539521,0,0,1,0,0,0,0,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",6
2020-03-10,Gangwon-do,KOR,42,28,1,6,21,37.717,128.281,1,1539521,0,0,1,0,0,0,0,1,1,5,1,1,1,0,"""['China', 'Hongkong', 'Macau']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",6
2020-03-11,Gangwon-do,KOR,42,28,1,6,21,37.717,128.281,0,1539521,0,0,1,0,0,0,0,1,1,5,1,1,1,1,"""['China', 'Hongkong', 'Macau', 'Italy', 'Iran']""","""['China', 'Hongkong', 'Macau', 'Italy', 'Japan']""",7
