date,adm0_name,adm1_name,school_closure,travel_ban_local_opt,no_gathering,travel_ban_intl_out,work_from_home,testing_regime,home_isolation,religious_closure,cum_confirmed_cases,cum_confirmed_cases_original,cum_confirmed_cases_imputed,population
2020-03-14,IRN,Sistan and Baluchestan,1,1,1,1,1,1,1,0,67,53.0,60,2775014.0
2020-03-15,IRN,Sistan and Baluchestan,1,1,1,1,1,1,1,0,73,59.0,66,2775014.0
2020-03-16,IRN,Sistan and Baluchestan,1,1,1,1,1,1,1,0,80,70.0,77,2775014.0
2020-03-17,IRN,Sistan and Baluchestan,1,1,1,1,1,1,1,0,88,81.0,88,2775014.0
2020-03-18,IRN,Sistan and Baluchestan,1,1,1,1,1,1,1,0,95,87.0,94,2775014.0
2020-03-19,IRN,Sistan and Baluchestan,1,1,1,1,1,1,1,0,104,105.0,112,2775014.0
2020-03-20,IRN,Sistan and Baluchestan,1,1,1,1,1,1,1,0,113,113.0,120,2775014.0
2020-03-21,IRN,Sistan and Baluchestan,1,1,1,1,1,1,1,0,123,118.0,125,2775014.0
2020-03-22,IRN,Sistan and Baluchestan,1,1,1,1,1,1,1,0,133,133.0,140,2775014.0
2020-02-19,IRN,South Khorasan,0,0,0,0,0,0,0,0,0.0,0.0,0,768898.0
2020-02-20,IRN,South Khorasan,0,0,0,0,0,0,0,0,0.0,0.0,0,768898.0
2020-02-21,IRN,South Khorasan,0,0,0,0,0,0,0,0,0.0,0.0,0,768898.0
2020-02-22,IRN,South Khorasan,0,0,1,0,0,0,0,0,0.0,0.0,0,768898.0
2020-02-23,IRN,South Khorasan,0,0,1,0,0,0,0,0,0.0,0.0,0,768898.0
2020-02-24,IRN,South Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,768898.0
2020-02-25,IRN,South Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,768898.0
2020-02-26,IRN,South Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,768898.0
2020-02-27,IRN,South Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,768898.0
2020-02-28,IRN,South Khorasan,0,0,1,1,0,0,0,0,0.0,0.0,0,768898.0
2020-02-29,IRN,South Khorasan,0,0,1,1,0,0,0,0,1,1.0,1,768898.0
2020-03-01,IRN,South Khorasan,0,1,1,1,0,0,0,0,2,3.0,3,768898.0
2020-03-02,IRN,South Khorasan,0,1,1,1,0,0,0,0,3,,6,768898.0
2020-03-03,IRN,South Khorasan,0,1,1,1,1,0,0,0,5,,10,768898.0
2020-03-04,IRN,South Khorasan,0,1,1,1,1,0,0,0,7,3.0,10,768898.0
2020-03-05,IRN,South Khorasan,1,1,1,1,1,0,0,0,9,12.0,19,768898.0
2020-03-06,IRN,South Khorasan,1,1,1,1,1,0,0,0,11,15.0,22,768898.0
2020-03-07,IRN,South Khorasan,1,1,1,1,1,0,0,0,14,15.0,22,768898.0
2020-03-08,IRN,South Khorasan,1,1,1,1,1,0,0,0,17,,30,768898.0
2020-03-09,IRN,South Khorasan,1,1,1,1,1,0,0,0,21,34.0,41,768898.0
2020-03-10,IRN,South Khorasan,1,1,1,1,1,0,0,0,25,48.0,55,768898.0
2020-03-11,IRN,South Khorasan,1,1,1,1,1,0,0,0,30,63.0,70,768898.0
2020-03-12,IRN,South Khorasan,1,1,1,1,1,0,0,0,36,75.0,82,768898.0
2020-03-13,IRN,South Khorasan,1,1,1,1,1,1,1,0,43,75.0,82,768898.0
2020-03-14,IRN,South Khorasan,1,1,1,1,1,1,1,0,50,79.0,86,768898.0
2020-03-15,IRN,South Khorasan,1,1,1,1,1,1,1,0,59,97.0,104,768898.0
2020-03-16,IRN,South Khorasan,1,1,1,1,1,1,1,0,69,104.0,111,768898.0
2020-03-17,IRN,South Khorasan,1,1,1,1,1,1,1,0,81,116.0,123,768898.0
2020-03-18,IRN,South Khorasan,1,1,1,1,1,1,1,0,95,137.0,144,768898.0
2020-03-19,IRN,South Khorasan,1,1,1,1,1,1,1,0,111,142.0,149,768898.0
2020-03-20,IRN,South Khorasan,1,1,1,1,1,1,1,0,129,160.0,167,768898.0
2020-03-21,IRN,South Khorasan,1,1,1,1,1,1,1,0,150,160.0,167,768898.0
2020-03-22,IRN,South Khorasan,1,1,1,1,1,1,1,0,175,175.0,182,768898.0
2020-02-19,IRN,Tehran,0,0,0,0,0,0,0,0,0.0,0.0,0,13267637.0
2020-02-20,IRN,Tehran,0,0,0,0,0,0,0,0,0.0,0.0,0,13267637.0
2020-02-21,IRN,Tehran,0,0,0,0,0,0,0,0,4,4.0,4,13267637.0
2020-02-22,IRN,Tehran,0,0,1,0,0,0,0,0,9,6.0,6,13267637.0
2020-02-23,IRN,Tehran,1,0,1,0,0,0,0,0,14,10.0,10,13267637.0
2020-02-24,IRN,Tehran,1,0,1,1,0,0,0,0,21,13.0,13,13267637.0
2020-02-25,IRN,Tehran,1,0,1,1,0,0,0,0,29,21.0,21,13267637.0
2020-02-26,IRN,Tehran,1,0,1,1,0,0,0,0,39,25.0,25,13267637.0
2020-02-27,IRN,Tehran,1,0,1,1,0,0,0,0,50,63.0,63,13267637.0
2020-02-28,IRN,Tehran,1,0,1,1,0,0,0,0,63,127.0,127,13267637.0
2020-02-29,IRN,Tehran,1,0,1,1,0,0,0,0,79,179.0,179,13267637.0
2020-03-01,IRN,Tehran,1,1,1,1,0,0,0,0,98,349.0,349,13267637.0
2020-03-02,IRN,Tehran,1,1,1,1,0,0,0,0,120,,579,13267637.0
2020-03-03,IRN,Tehran,1,1,1,1,1,0,0,0,147,,947,13267637.0
2020-03-04,IRN,Tehran,1,1,1,1,1,0,0,0,178,602.0,1200,13267637.0
2020-03-05,IRN,Tehran,1,1,1,1,1,0,0,0,216,658.0,1256,13267637.0
2020-03-06,IRN,Tehran,1,1,1,1,1,0,0,0,260,719.0,1317,13267637.0
2020-03-07,IRN,Tehran,1,1,1,1,1,0,0,0,313,845.0,1443,13267637.0
2020-03-08,IRN,Tehran,1,1,1,1,1,0,0,0,376,1111.0,1709,13267637.0
2020-03-09,IRN,Tehran,1,1,1,1,1,0,0,0,451,1251.0,1849,13267637.0
2020-03-10,IRN,Tehran,1,1,1,1,1,0,0,0,539,1420.0,2018,13267637.0
2020-03-11,IRN,Tehran,1,1,1,1,1,0,0,0,645,1676.0,2274,13267637.0
2020-03-12,IRN,Tehran,1,1,1,1,1,0,0,0,770,1979.0,2577,13267637.0
2020-03-13,IRN,Tehran,1,1,1,1,1,1,1,0,919,2282.0,2880,13267637.0
2020-03-14,IRN,Tehran,1,1,1,1,1,1,1,0,1095,2629.0,3227,13267637.0
2020-03-15,IRN,Tehran,1,1,1,1,1,1,1,0,1305,2880.0,3478,13267637.0
2020-03-16,IRN,Tehran,1,1,1,1,1,1,1,0,1554,3080.0,3678,13267637.0
2020-03-17,IRN,Tehran,1,1,1,1,1,1,1,0,1850,3353.0,3951,13267637.0
2020-03-18,IRN,Tehran,1,1,1,1,1,1,1,0,2201,3566.0,4164,13267637.0
2020-03-19,IRN,Tehran,1,1,1,1,1,1,1,0,2619,3703.0,4301,13267637.0
2020-03-20,IRN,Tehran,1,1,1,1,1,1,1,0,3115,3923.0,4521,13267637.0
2020-03-21,IRN,Tehran,1,1,1,1,1,1,1,0,3704,4155.0,4753,13267637.0
2020-03-22,IRN,Tehran,1,1,1,1,1,1,1,0,4404,4404.0,5002,13267637.0
2020-02-19,IRN,West Azarbaijan,0,0,0,0,0,0,0,0,0.0,0.0,0,3265219.0
2020-02-20,IRN,West Azarbaijan,0,0,0,0,0,0,0,0,0.0,0.0,0,3265219.0
2020-02-21,IRN,West Azarbaijan,0,0,0,0,0,0,0,0,0.0,0.0,0,3265219.0
2020-02-22,IRN,West Azarbaijan,0,0,1,0,0,0,0,0,0.0,0.0,0,3265219.0
2020-02-23,IRN,West Azarbaijan,0,0,1,0,0,0,0,0,0.0,0.0,0,3265219.0
2020-02-24,IRN,West Azarbaijan,0,0,1,1,0,0,0,0,0.0,0.0,0,3265219.0
2020-02-25,IRN,West Azarbaijan,0,0,1,1,0,0,0,0,0.0,0.0,0,3265219.0
2020-02-26,IRN,West Azarbaijan,0,0,1,1,0,0,0,0,0.0,0.0,0,3265219.0
2020-02-27,IRN,West Azarbaijan,0,0,1,1,0,0,0,0,1,1.0,1,3265219.0
2020-02-28,IRN,West Azarbaijan,0,0,1,1,0,0,0,0,2,1.0,1,3265219.0
2020-02-29,IRN,West Azarbaijan,0,0,1,1,0,0,0,0,4,1.0,1,3265219.0
2020-03-01,IRN,West Azarbaijan,0,1,1,1,0,0,0,0,5,1.0,1,3265219.0
2020-03-02,IRN,West Azarbaijan,0,1,1,1,0,0,0,0,7,,1,3265219.0
2020-03-03,IRN,West Azarbaijan,0,1,1,1,1,0,0,0,10,,1,3265219.0
2020-03-04,IRN,West Azarbaijan,0,1,1,1,1,0,0,0,12,1.0,1,3265219.0
2020-03-05,IRN,West Azarbaijan,1,1,1,1,1,0,0,0,16,6.0,6,3265219.0
2020-03-06,IRN,West Azarbaijan,1,1,1,1,1,0,0,0,20,7.0,7,3265219.0
2020-03-07,IRN,West Azarbaijan,1,1,1,1,1,0,0,0,24,29.0,29,3265219.0
2020-03-08,IRN,West Azarbaijan,1,1,1,1,1,0,0,0,30,36.0,36,3265219.0
2020-03-09,IRN,West Azarbaijan,1,1,1,1,1,0,0,0,37,65.0,65,3265219.0
2020-03-10,IRN,West Azarbaijan,1,1,1,1,1,0,0,0,45,69.0,69,3265219.0
2020-03-11,IRN,West Azarbaijan,1,1,1,1,1,0,0,0,54,96.0,96,3265219.0
2020-03-12,IRN,West Azarbaijan,1,1,1,1,1,0,0,0,65,115.0,115,3265219.0
2020-03-13,IRN,West Azarbaijan,1,1,1,1,1,1,1,0,79,140.0,140,3265219.0
2020-03-14,IRN,West Azarbaijan,1,1,1,1,1,1,1,0,94,171.0,171,3265219.0
2020-03-15,IRN,West Azarbaijan,1,1,1,1,1,1,1,0,113,189.0,189,3265219.0
2020-03-16,IRN,West Azarbaijan,1,1,1,1,1,1,1,0,135,220.0,220,3265219.0
2020-03-17,IRN,West Azarbaijan,1,1,1,1,1,1,1,0,162,254.0,254,3265219.0
2020-03-18,IRN,West Azarbaijan,1,1,1,1,1,1,1,0,193,296.0,296,3265219.0
2020-03-19,IRN,West Azarbaijan,1,1,1,1,1,1,1,0,231,322.0,322,3265219.0
2020-03-20,IRN,West Azarbaijan,1,1,1,1,1,1,1,0,275,349.0,349,3265219.0
2020-03-21,IRN,West Azarbaijan,1,1,1,1,1,1,1,0,328,363.0,363,3265219.0
2020-03-22,IRN,West Azarbaijan,1,1,1,1,1,1,1,0,391,391.0,391,3265219.0
2020-02-19,IRN,Yazd,0,0,0,0,0,0,0,0,0.0,0.0,0,1138533.0
2020-02-20,IRN,Yazd,0,0,0,0,0,0,0,0,0.0,0.0,0,1138533.0
2020-02-21,IRN,Yazd,0,0,0,0,0,0,0,0,0.0,0.0,0,1138533.0
2020-02-22,IRN,Yazd,0,0,1,0,0,0,0,0,0.0,0.0,0,1138533.0
2020-02-23,IRN,Yazd,0,0,1,0,0,0,0,0,0.0,0.0,0,1138533.0
2020-02-24,IRN,Yazd,0,0,1,1,0,0,0,0,0.0,0.0,0,1138533.0
2020-02-25,IRN,Yazd,0,0,1,1,0,0,0,0,0.0,0.0,0,1138533.0
2020-02-26,IRN,Yazd,0,0,1,1,0,0,0,0,0.0,0.0,0,1138533.0
2020-02-27,IRN,Yazd,0,0,1,1,0,0,0,0,1,1.0,1,1138533.0
2020-02-28,IRN,Yazd,0,0,1,1,0,0,0,0,2,1.0,1,1138533.0
2020-02-29,IRN,Yazd,0,0,1,1,0,0,0,0,4,5.0,5,1138533.0
2020-03-01,IRN,Yazd,0,1,1,1,0,0,0,0,6,5.0,5,1138533.0
2020-03-02,IRN,Yazd,0,1,1,1,0,0,0,0,8,,5,1138533.0
2020-03-03,IRN,Yazd,0,1,1,1,1,0,0,0,11,,5,1138533.0
2020-03-04,IRN,Yazd,0,1,1,1,1,0,0,0,14,5.0,5,1138533.0
2020-03-05,IRN,Yazd,1,1,1,1,1,0,0,0,18,5.0,5,1138533.0
2020-03-06,IRN,Yazd,1,1,1,1,1,0,0,0,23,55.0,55,1138533.0
2020-03-07,IRN,Yazd,1,1,1,1,1,0,0,0,30,79.0,79,1138533.0
2020-03-08,IRN,Yazd,1,1,1,1,1,0,0,0,37,85.0,85,1138533.0
2020-03-09,IRN,Yazd,1,1,1,1,1,0,0,0,47,88.0,88,1138533.0
2020-03-10,IRN,Yazd,1,1,1,1,1,0,0,0,58,125.0,125,1138533.0
2020-03-11,IRN,Yazd,1,1,1,1,1,0,0,0,73,148.0,148,1138533.0
2020-03-12,IRN,Yazd,1,1,1,1,1,0,0,0,90,169.0,169,1138533.0
2020-03-13,IRN,Yazd,1,1,1,1,1,1,1,0,111,215.0,215,1138533.0
2020-03-14,IRN,Yazd,1,1,1,1,1,1,1,0,138,288.0,288,1138533.0
2020-03-15,IRN,Yazd,1,1,1,1,1,1,1,0,170,324.0,324,1138533.0
2020-03-16,IRN,Yazd,1,1,1,1,1,1,1,0,209,375.0,375,1138533.0
2020-03-17,IRN,Yazd,1,1,1,1,1,1,1,0,258,424.0,424,1138533.0
2020-03-18,IRN,Yazd,1,1,1,1,1,1,1,0,317,469.0,469,1138533.0
2020-03-19,IRN,Yazd,1,1,1,1,1,1,1,0,390,538.0,538,1138533.0
2020-03-20,IRN,Yazd,1,1,1,1,1,1,1,0,479,587.0,587,1138533.0
2020-03-21,IRN,Yazd,1,1,1,1,1,1,1,0,589,639.0,639,1138533.0
2020-03-22,IRN,Yazd,1,1,1,1,1,1,1,0,723,723.0,723,1138533.0
2020-02-19,IRN,Zanjan,0,0,0,0,0,0,0,0,0.0,0.0,0,1057461.0
2020-02-20,IRN,Zanjan,0,0,0,0,0,0,0,0,0.0,0.0,0,1057461.0
2020-02-21,IRN,Zanjan,0,0,0,0,0,0,0,0,0.0,0.0,0,1057461.0
2020-02-22,IRN,Zanjan,0,0,1,0,0,0,0,0,0.0,0.0,0,1057461.0
2020-02-23,IRN,Zanjan,1,0,1,0,0,0,0,0,0.0,0.0,0,1057461.0
2020-02-24,IRN,Zanjan,1,0,1,1,0,0,0,0,0.0,0.0,0,1057461.0
2020-02-25,IRN,Zanjan,1,0,1,1,0,0,0,0,0.0,0.0,0,1057461.0
2020-02-26,IRN,Zanjan,1,0,1,1,0,0,0,0,0.0,0.0,0,1057461.0
2020-02-27,IRN,Zanjan,1,0,1,1,0,0,0,0,0.0,0.0,0,1057461.0
2020-02-28,IRN,Zanjan,1,0,1,1,0,0,0,0,0.0,0.0,0,1057461.0
2020-02-29,IRN,Zanjan,1,0,1,1,0,0,0,0,0.0,0.0,0,1057461.0
2020-03-01,IRN,Zanjan,1,1,1,1,0,0,0,0,0.0,0.0,0,1057461.0
2020-03-02,IRN,Zanjan,1,1,1,1,0,0,0,0,,,0,1057461.0
2020-03-03,IRN,Zanjan,1,1,1,1,1,0,0,0,,,0,1057461.0
2020-03-04,IRN,Zanjan,1,1,1,1,1,0,0,0,6,6.0,6,1057461.0
2020-03-05,IRN,Zanjan,1,1,1,1,1,0,0,0,13,13.0,13,1057461.0
2020-03-06,IRN,Zanjan,1,1,1,1,1,0,0,0,20,48.0,48,1057461.0
2020-03-07,IRN,Zanjan,1,1,1,1,1,0,0,0,29,50.0,50,1057461.0
2020-03-08,IRN,Zanjan,1,1,1,1,1,0,0,0,38,51.0,51,1057461.0
2020-03-09,IRN,Zanjan,1,1,1,1,1,0,0,0,49,66.0,66,1057461.0
2020-03-10,IRN,Zanjan,1,1,1,1,1,0,0,0,61,77.0,77,1057461.0
2020-03-11,IRN,Zanjan,1,1,1,1,1,0,0,0,75,99.0,99,1057461.0
2020-03-12,IRN,Zanjan,1,1,1,1,1,0,0,0,90,116.0,116,1057461.0
2020-03-13,IRN,Zanjan,1,1,1,1,1,1,1,0,107,136.0,136,1057461.0
2020-03-14,IRN,Zanjan,1,1,1,1,1,1,1,0,126,167.0,167,1057461.0
2020-03-15,IRN,Zanjan,1,1,1,1,1,1,1,0,147,199.0,199,1057461.0
2020-03-16,IRN,Zanjan,1,1,1,1,1,1,1,0,171,214.0,214,1057461.0
2020-03-17,IRN,Zanjan,1,1,1,1,1,1,1,0,198,239.0,239,1057461.0
2020-03-18,IRN,Zanjan,1,1,1,1,1,1,1,0,229,259.0,259,1057461.0
2020-03-19,IRN,Zanjan,1,1,1,1,1,1,1,0,263,285.0,285,1057461.0
2020-03-20,IRN,Zanjan,1,1,1,1,1,1,1,0,301,329.0,329,1057461.0
2020-03-21,IRN,Zanjan,1,1,1,1,1,1,1,0,344,364.0,364,1057461.0
2020-03-22,IRN,Zanjan,1,1,1,1,1,1,1,0,392,392.0,392,1057461.0
